
"","work_zone","vehicle_type","vehicle_year","vehicle_color","race","gender","driver_state","speed_limit","speed","day_of_week","day_of_month","month","hour_of_day","speed_over","percentage_over_limit"
"1",FALSE,"Automobile",2003,"BLUE","HISPANIC","F","MD",30,39,"Mon",28,"Aug",23.2166666666667,9,30
"2",FALSE,"Automobile",2017,"GREY","HISPANIC","M","MD",35,45,"Mon",28,"Aug",22.8833333333333,10,28.5714285714286
"3",FALSE,"Automobile",2016,"WHITE","WHITE","M","MD",35,50,"Tues",29,"Aug",1.73333333333333,15,42.8571428571429
"4",FALSE,"Automobile",2006,"RED","HISPANIC","M","MD",35,60,"Mon",28,"Aug",23.0666666666667,25,71.4285714285714
"5",FALSE,"Automobile",2013,"GREY","OTHER","F","MD",40,49,"Tues",29,"Aug",7.91666666666667,9,22.5
"6",FALSE,"Automobile",2017,"RED","WHITE","M","MD",40,49,"Tues",29,"Aug",8.11666666666667,9,22.5
"7",FALSE,"Automobile",2003,"GREY","BLACK","M","MD",40,49,"Tues",29,"Aug",8.3,9,22.5
"8",FALSE,"Automobile",2004,"GREY","OTHER","M","MD",40,49,"Tues",29,"Aug",8.73333333333333,9,22.5
"9",FALSE,"Automobile",2000,"WHITE","ASIAN","M","MD",55,90,"Wed",30,"Aug",6.61666666666667,35,63.6363636363636
"10",FALSE,"Automobile",2007,"BLACK","BLACK","F","MD",35,59,"Wed",30,"Aug",9.25,24,68.5714285714286
"11",FALSE,"Automobile",2016,"GREY","BLACK","M","MD",50,70,"Wed",30,"Aug",12.2833333333333,20,40
"12",FALSE,"Automobile",2015,"BLACK","WHITE","F","MD",60,69,"Wed",30,"Aug",17.2166666666667,9,15
"13",FALSE,"Automobile",2008,"WHITE","WHITE","F","MD",35,44,"Wed",30,"Aug",14.5833333333333,9,25.7142857142857
"14",FALSE,"Automobile",2006,"GREY","BLACK","F","MD",30,39,"Tues",29,"Aug",20.3,9,30
"15",FALSE,"Automobile",2014,"GREY","WHITE","F","MD",30,38,"Wed",30,"Aug",7.08333333333333,8,26.6666666666667
"16",FALSE,"Automobile",2015,"GREY","WHITE","F","MD",30,38,"Wed",30,"Aug",7.23333333333333,8,26.6666666666667
"17",FALSE,"Automobile",2004,"GREY","WHITE","M","MD",30,38,"Wed",30,"Aug",8.13333333333333,8,26.6666666666667
"18",FALSE,"Automobile",2011,"WHITE","WHITE","F","MD",30,38,"Wed",30,"Aug",8.56666666666667,8,26.6666666666667
"19",FALSE,"Automobile",2014,"BROWN","HISPANIC","F","VA",35,46,"Wed",30,"Aug",9.3,11,31.4285714285714
"20",FALSE,"Automobile",2010,"ORANGE","WHITE","F","MD",55,70,"Wed",30,"Aug",2.93333333333333,15,27.2727272727273
"21",FALSE,"Automobile",2016,"GREY","BLACK","M","MD",35,70,"Wed",30,"Aug",1.81666666666667,35,100
"22",FALSE,"Automobile",1999,"GREY","BLACK","M","MD",30,39,"Wed",30,"Aug",10.6666666666667,9,30
"23",FALSE,"Automobile",2014,"BLACK","BLACK","M","MD",30,39,"Wed",30,"Aug",11.2833333333333,9,30
"24",FALSE,"Automobile",2016,"BLACK","HISPANIC","F","MD",35,45,"Tues",29,"Aug",21.2,10,28.5714285714286
"25",FALSE,"Automobile",2005,"BLACK","WHITE","M","MD",35,44,"Wed",30,"Aug",8.51666666666667,9,25.7142857142857
"26",FALSE,"Automobile",2012,"BLACK","OTHER","M","MD",35,44,"Wed",30,"Aug",8.98333333333333,9,25.7142857142857
"27",FALSE,"Automobile",2013,"BLUE","HISPANIC","M","MD",40,58,"Wed",30,"Aug",17.5,18,45
"28",FALSE,"Automobile",2004,"BLACK","BLACK","M","MD",40,56,"Wed",30,"Aug",17.6833333333333,16,40
"29",FALSE,"Automobile",2015,"BLACK","WHITE","F","MD",40,67,"Wed",30,"Aug",17.9166666666667,27,67.5
"30",FALSE,"Automobile",2003,"RED","HISPANIC","M","MD",40,69,"Wed",30,"Aug",18.1333333333333,29,72.5
"31",FALSE,"Automobile",1999,"GREY","BLACK","M","MD",40,59,"Wed",30,"Aug",18.5333333333333,19,47.5
"32",FALSE,"Automobile",2013,"RED","WHITE","F","MD",40,60,"Wed",30,"Aug",19.0833333333333,20,50
"33",FALSE,"Automobile",2007,"BLACK","BLACK","M","MD",35,44,"Wed",30,"Aug",11.55,9,25.7142857142857
"34",FALSE,"Automobile",2017,"BROWN","HISPANIC","F","MD",35,44,"Wed",30,"Aug",11.7333333333333,9,25.7142857142857
"35",FALSE,"Automobile",2014,"BLACK","HISPANIC","M","MD",35,44,"Wed",30,"Aug",12.0666666666667,9,25.7142857142857
"36",FALSE,"Automobile",2007,"GREY","WHITE","F","MD",55,64,"Wed",30,"Aug",0.433333333333333,9,16.3636363636364
"37",FALSE,"Motorcycle",2008,"BLUE","BLACK","M","MD",55,77,"Wed",30,"Aug",2.16666666666667,22,40
"38",FALSE,"Automobile",2014,"WHITE","WHITE","F","MD",25,30,"Wed",30,"Aug",13.35,5,20
"39",FALSE,"Automobile",2015,"BLACK","ASIAN","M","CA",40,57,"Wed",30,"Aug",10.2333333333333,17,42.5
"40",FALSE,"Automobile",2011,"GREY","BLACK","M","DC",40,58,"Wed",30,"Aug",10.45,18,45
"41",FALSE,"Automobile",2004,"GREY","HISPANIC","M","MD",40,60,"Wed",30,"Aug",14.4666666666667,20,50
"42",FALSE,"Automobile",2009,"GREY","BLACK","M","MD",40,59,"Wed",30,"Aug",14.75,19,47.5
"43",FALSE,"Automobile",2012,"BLUE","WHITE","F","MD",40,57,"Wed",30,"Aug",14.95,17,42.5
"44",FALSE,"Automobile",2017,"GREY","OTHER","M","MD",25,42,"Wed",30,"Aug",6.95,17,68
"45",FALSE,"Automobile",2005,"GREY","OTHER","M","MD",30,39,"Wed",30,"Aug",7.75,9,30
"46",FALSE,"Light Duty Truck",2004,"ORANGE","WHITE","M","MD",30,48,"Wed",30,"Aug",8.01666666666667,18,60
"47",FALSE,"Automobile",2001,"GREY","WHITE","M","MD",40,70,"Wed",30,"Aug",14.4166666666667,30,75
"48",FALSE,"Light Duty Truck",2016,"BLUE","WHITE","F","MD",30,39,"Wed",30,"Aug",13.1666666666667,9,30
"49",FALSE,"Automobile",2000,"GREEN","OTHER","F","MD",35,53,"Wed",30,"Aug",13.3666666666667,18,51.4285714285714
"50",FALSE,"Automobile",2012,"BLACK","BLACK","M","GA",35,51,"Wed",30,"Aug",14.1166666666667,16,45.7142857142857
"51",FALSE,"Automobile",2015,"GREY","OTHER","F","MD",35,54,"Wed",30,"Aug",14.2,19,54.2857142857143
"52",FALSE,"Automobile",2016,"BLACK","WHITE","M","MD",30,48,"Wed",30,"Aug",17.0666666666667,18,60
