,rcid,session,date,unres,me,nu,di,hr,co,ec
1893,3920,50,12/2/1995,R/50/56,0,0,0,0,0,0
1894,3921,50,12/3/1995,R/50/61,0,0,0,0,0,0
1895,3922,50,12/3/1995,R/50/62,0,0,1,0,0,0
1896,3923,50,12/3/1995,R/50/63,0,0,1,0,0,0
1897,3924,50,12/3/1995,R/50/64,0,1,0,0,0,0
1898,3925,50,12/3/1995,R/50/67,0,1,1,0,0,0
1899,3926,50,12/3/1995,R/50/68,0,1,0,0,0,0
1900,3927,50,12/3/1995,R/50/69,0,0,1,0,0,0
1901,3928,50,12/3/1995,R/50/70A,0,1,1,0,0,0
1902,3929,50,12/3/1995,R/50/70B,0,0,1,0,0,0
1903,3930,50,12/3/1995,R/50/70C,0,1,1,0,0,0
1904,3931,50,12/3/1995,R/50/70D,0,0,1,0,0,0
1905,3932,50,12/3/1995,R/50/70F,0,0,1,0,0,0
1906,3933,50,12/3/1995,R/50/70I,0,1,1,0,0,0
1907,3934,50,12/3/1995,R/50/70K,0,0,1,0,0,0
1908,3935,50,12/3/1995,R/50/70L,0,0,1,0,0,0
1909,3936,50,12/3/1995,R/50/70M,0,0,1,0,0,0
1910,3937,50,12/3/1995,R/50/70N,0,1,1,0,0,0
1911,3938,50,12/3/1995,R/50/70P,0,1,1,0,0,0
1912,3939,50,12/3/1995,R/50/70Q,0,1,1,0,0,0
1913,3940,50,12/3/1995,R/50/71E,0,1,0,0,0,0
1914,3941,50,12/3/1995,R/50/73,1,1,1,0,0,0
1915,3942,50,12/3/1995,R/50/76,0,0,0,0,0,0
1916,3943,50,12/6/1995,R/50/84A,1,0,0,1,0,0
1917,3944,50,12/6/1995,R/50/84B,1,0,0,1,0,0
1918,3945,50,12/6/1995,R/50/84C,1,0,0,0,0,0
1919,3946,50,12/6/1995,R/50/84D,1,0,0,0,0,0
1920,3947,50,6/6/1996,R/50/89B,0,0,0,0,0,0
1921,3948,50,12/4/1995,R/50/96,0,0,0,0,0,1
1922,3949,50,12/4/1995,R/50/129,1,0,0,0,0,1
1923,3950,50,12/5/1995,R/50/138,0,0,0,1,0,0
1924,3951,50,12/5/1995,R/50/140,1,0,0,0,1,0
1925,3952,50,12/6/1995,R/50/172,0,0,0,0,0,0
1926,3953,50,12/6/1995,R/50/175,0,0,0,1,0,0
1927,3954,50,12/6/1995,R/50/185,0,0,0,0,0,0
1928,3955,50,12/6/1995,R/50/188,0,0,0,1,0,0
1929,3956,50,12/6/1995,R/50/190,0,0,0,1,0,0
1930,3957,50,12/6/1995,R/50/191,0,0,0,1,0,0
1931,3958,50,12/6/1995,R/50/193,0,0,0,1,0,0
1932,3959,50,12/6/1995,R/50/197,0,0,0,1,0,0
1933,3960,50,12/6/1995,R/50/198,0,0,0,1,0,0
1934,3961,50,12/6/1995,R/50/199,0,0,0,1,0,0
1935,3962,50,9/3/1996,R/50/245,0,1,0,0,0,0
1936,4039,52,11/4/1997,R/52/10,0,0,0,0,0,1
1937,4040,52,11/4/1997,R/52/11,0,1,0,0,0,0
1938,4041,52,11/5/1997,R/52/14,0,0,0,0,0,0
1939,4042,52,11/3/1997,R/52/22,0,0,0,0,0,0
1940,4043,52,11/3/1997,R/52/24,0,0,0,0,0,0
1941,4044,52,11/4/1997,R/52/26,0,0,0,0,0,0
1942,4045,52,12/3/1997,R/52/33,0,0,1,0,0,0
1943,4046,52,12/3/1997,R/52/35,0,1,1,0,0,0
1944,4047,52,12/3/1997,R/52/36,0,1,0,0,0,0
1945,4048,52,12/3/1997,R/52/37,0,0,1,0,0,0
1946,4049,52,12/3/1997,R/52/38A,0,0,1,0,0,0
1947,4050,52,12/3/1997,R/52/38B,0,0,1,0,0,0
1948,4051,52,12/3/1997,R/52/38E,0,0,1,0,0,0
1949,4052,52,12/3/1997,R/52/38H,0,0,1,0,0,0
1950,4053,52,12/3/1997,R/52/38J,0,0,1,0,0,0
1951,4054,52,12/3/1997,R/52/38K,0,1,1,0,0,0
1952,4055,52,12/3/1997,R/52/38L,0,1,1,0,0,0
1953,4056,52,12/3/1997,R/52/38M,0,1,1,0,0,0
1954,4057,52,12/3/1997,R/52/38N,0,1,1,0,0,0
1955,4058,52,12/3/1997,R/52/38O,0,1,1,0,0,0
1956,4059,52,12/3/1997,R/52/38Q,0,0,1,0,0,0
1957,4060,52,12/3/1997,R/52/38R,0,0,1,0,0,0
1958,4061,52,12/3/1997,R/52/39C,0,1,1,0,0,0
1959,4062,52,12/3/1997,R/52/40C,0,0,1,0,0,0
1960,4063,52,12/3/1997,R/52/41,1,1,1,0,0,0
1961,4064,52,12/3/1997,R/52/44,0,0,0,0,0,0
1962,4065,52,12/3/1997,R/52/49,1,0,0,1,0,0
1963,4066,52,12/3/1997,R/52/50,1,0,0,1,0,0
1964,4067,52,12/3/1997,R/52/51,1,0,0,0,0,0
1965,4068,52,12/3/1997,R/52/52,1,0,0,0,0,0
1966,4069,52,12/3/1997,R/52/53,1,0,0,0,0,0
1967,4070,52,12/3/1997,R/52/54,1,0,0,0,0,0
1968,4071,52,12/4/1997,R/52/57,1,0,0,0,0,0
1969,4072,52,12/4/1997,R/52/59,1,0,0,0,0,0
1970,4073,52,12/4/1997,R/52/60,1,0,0,0,0,0
1971,4074,52,12/4/1997,R/52/61,1,0,0,0,0,0
1972,4075,52,12/4/1997,R/52/62,1,0,0,0,0,0
1973,4076,52,12/4/1997,R/52/63,1,0,0,0,0,0
1974,4077,52,12/4/1997,R/52/64,1,0,0,0,1,0
1975,4078,52,12/4/1997,R/52/65,1,0,0,1,0,0
1976,4079,52,12/4/1997,R/52/66,1,0,0,0,0,0
1977,4080,52,12/4/1997,R/52/67,1,0,0,1,1,0
1978,4081,52,12/4/1997,R/52/68,1,0,0,0,0,0
1979,4082,52,12/4/1997,R/52/71,0,0,0,0,1,0
1980,4083,52,12/4/1997,R/52/72,0,0,0,0,1,1
1981,4084,52,12/4/1997,R/52/73,0,0,0,0,1,0
1982,4085,52,12/4/1997,R/52/78,0,0,0,0,1,0
1983,4086,52,12/4/1997,R/52/79,0,0,0,0,1,0
1984,4087,52,12/6/1997,R/52/112,0,0,0,1,0,0
1985,4088,52,12/6/1997,R/52/114,1,0,0,0,1,0
1986,4089,52,12/6/1997,R/52/119,0,0,0,0,0,0
1987,4090,52,12/6/1997,R/52/120,0,0,0,1,0,0
1988,4091,52,12/6/1997,R/52/121,0,0,0,1,0,0
1989,4092,52,12/6/1997,R/52/129,0,0,0,0,0,0
1990,4093,52,12/6/1997,R/52/131,0,0,0,1,0,0
1991,4094,52,12/6/1997,R/52/133,0,0,0,1,0,0
1992,4095,52,12/6/1997,R/52/136,0,0,0,1,0,1
1993,4096,52,12/6/1997,R/52/139,0,0,0,1,0,0
1994,4097,52,12/6/1997,R/52/140,0,0,0,1,0,0
1995,4098,52,12/6/1997,R/52/141,0,0,0,1,0,0
1996,4099,52,12/6/1997,R/52/142,0,0,0,1,0,0
1997,4100,52,12/6/1997,R/52/143,0,0,0,1,0,0
1998,4101,52,12/6/1997,R/52/144,0,0,0,1,0,0
1999,4102,52,12/6/1997,R/52/147,0,0,0,1,0,0
2000,4103,52,12/3/1997,R/52/169F,0,0,0,0,0,0
2001,4104,52,12/5/1997,R/52/181,0,0,0,0,0,1
2002,4105,52,12/5/1997,R/52/207,1,0,0,0,0,0
2003,4106,52,6/6/1998,R/52/237,1,0,0,0,0,0
2004,4107,52,7/3/1998,R/52/250,1,0,0,0,0,0
2005,4169,54,11/3/1999,R/54/21,0,0,0,0,0,1
2006,4170,54,11/2/1999,R/54/26,0,1,0,0,0,0
2007,4171,54,11/4/1999,R/54/35,0,0,0,0,0,0
2008,4172,54,12/4/1999,R/54/37,1,0,0,0,0,0
2009,4173,54,12/4/1999,R/54/38,1,0,0,0,0,0
2010,4174,54,12/4/1999,R/54/39,1,0,0,1,0,0
2011,4175,54,12/4/1999,R/54/40,1,0,0,1,0,0
2012,4176,54,12/4/1999,R/54/41,1,0,0,0,0,0
2013,4177,54,12/4/1999,R/54/42,1,0,0,0,0,0
2014,4178,54,12/4/1999,R/54/47,0,0,0,0,0,0
2015,4179,54,12/4/1999,R/54/50,0,0,1,0,0,0
2016,4180,54,12/4/1999,R/54/52,0,1,0,0,0,0
2017,4181,54,12/4/1999,R/54/53,0,0,1,0,0,0
2018,4182,54,12/4/1999,R/54/54A,0,0,1,0,0,0
2019,4183,54,12/4/1999,R/54/54B,0,0,1,0,0,0
2020,4184,54,12/4/1999,R/54/54D,0,1,1,0,0,0
2021,4185,54,12/4/1999,R/54/54F,0,0,1,0,0,0
2022,4186,54,12/4/1999,R/54/54G,0,1,0,0,0,0
2023,4187,54,12/4/1999,R/54/54I,0,0,1,0,0,0
2024,4188,54,12/4/1999,R/54/54K,0,1,0,0,0,0
2025,4189,54,12/4/1999,R/54/54L,0,1,1,0,0,0
2026,4190,54,12/4/1999,R/54/54M,0,0,1,0,0,0
2027,4191,54,12/4/1999,R/54/54O,0,0,1,0,0,0
2028,4192,54,12/4/1999,R/54/54P,0,1,1,0,0,0
2029,4193,54,12/4/1999,R/54/54Q,0,1,1,0,0,0
2030,4194,54,12/4/1999,R/54/54S,0,0,1,0,0,0
2031,4195,54,12/4/1999,R/54/54V,0,0,1,0,0,0
2032,4196,54,12/4/1999,R/54/55D,0,1,1,0,0,0
2033,4197,54,12/4/1999,R/54/57,1,1,1,0,0,0
2034,4199,54,12/4/1999,R/54/62,0,0,0,0,0,1
2035,4200,54,12/4/1999,R/54/63,0,1,0,0,0,0
2036,4201,54,12/2/1999,R/54/69,1,0,0,0,0,0
2037,4202,54,12/2/1999,R/54/71,1,0,0,0,0,0
2038,4203,54,12/2/1999,R/54/72,1,0,0,0,0,0
2039,4204,54,12/2/1999,R/54/73,1,0,0,0,0,0
2040,4205,54,12/2/1999,R/54/74,1,0,0,0,0,0
2041,4206,54,12/2/1999,R/54/75,1,0,0,0,0,0
2042,4207,54,12/2/1999,R/54/76,1,0,0,0,1,0
2043,4208,54,12/2/1999,R/54/77,1,0,0,1,1,0
2044,4209,54,12/2/1999,R/54/78,1,0,0,0,1,0
2045,4210,54,12/2/1999,R/54/79,1,0,0,1,1,0
2046,4211,54,12/2/1999,R/54/80,1,0,0,0,0,0
2047,4212,54,12/2/1999,R/54/83,0,0,0,0,1,0
2048,4213,54,12/2/1999,R/54/84,0,0,0,0,1,1
2049,4214,54,12/2/1999,R/54/85,0,0,0,0,1,0
2050,4215,54,12/2/1999,R/54/91,0,0,0,0,1,0
2051,4216,54,12/2/1999,R/54/92,0,0,0,0,1,0
2052,4217,54,12/5/1999,R/54/110,0,0,0,0,0,0
2053,4218,54,12/4/1999,R/54/117,0,0,0,0,0,0
2054,4219,54,12/6/1999,R/54/151,0,0,0,1,0,0
2055,4220,54,12/6/1999,R/54/152,1,0,0,0,1,0
2056,4221,54,12/6/1999,R/54/164,0,0,0,1,0,0
2057,4222,54,12/6/1999,R/54/165,0,0,0,1,0,0
2058,4223,54,12/6/1999,R/54/168,0,0,0,0,0,0
2059,4224,54,12/6/1999,R/54/169,0,0,0,1,0,0
2060,4225,54,12/6/1999,R/54/172,0,0,0,1,0,0
2061,4226,54,12/6/1999,R/54/173,0,0,0,0,0,0
2062,4227,54,12/6/1999,R/54/175,0,0,0,1,0,1
2063,4228,54,12/6/1999,R/54/177,0,0,0,1,0,0
2064,4229,54,12/6/1999,R/54/178,0,0,0,1,0,0
2065,4230,54,12/6/1999,R/54/179,0,0,0,1,0,0
2066,4231,54,12/6/1999,R/54/182,0,0,0,1,0,0
2067,4232,54,12/6/1999,R/54/183,0,0,0,1,0,0
2068,4233,54,12/6/1999,R/54/184,0,0,0,1,0,0
2069,4234,54,12/4/1999,R/54/197,0,0,0,0,0,1
2070,4235,54,12/4/1999,R/54/200,0,0,0,0,0,1
2071,4236,54,12/4/1999,R/54/230,1,0,0,0,0,0
2072,4237,54,6/6/2000,R/54/267,1,0,0,0,0,0
2073,4305,56,11/5/2001,R/56/7,0,0,0,0,0,0
2074,4306,56,11/4/2001,R/56/9,0,0,0,0,0,1
2075,4307,56,11/5/2001,R/56/12,0,0,0,0,0,0
2076,4308,56,11/6/2001,R/56/16,0,0,0,0,0,0
2077,4309,56,11/6/2001,R/56/20,0,0,1,0,0,0
2078,4310,56,11/6/2001,R/56/22,0,1,0,0,0,0
2079,4311,56,11/6/2001,R/56/23,0,0,1,0,0,0
2080,4312,56,11/6/2001,R/56/24A,0,0,1,0,0,0
2081,4313,56,11/6/2001,R/56/24B,0,0,1,0,0,0
2082,4314,56,11/6/2001,R/56/24C,0,1,0,0,0,0
2083,4315,56,11/6/2001,R/56/24F,0,0,1,0,0,0
2084,4316,56,11/6/2001,R/56/24G,0,1,1,0,0,0
2085,4317,56,11/6/2001,R/56/24I,0,0,1,0,0,0
2086,4318,56,11/6/2001,R/56/24M,0,0,1,0,0,0
2087,4319,56,11/6/2001,R/56/24N,0,1,1,0,0,0
2088,4320,56,11/6/2001,R/56/24O,0,1,1,0,0,0
2089,4321,56,11/6/2001,R/56/24Q,0,0,1,0,0,0
2090,4322,56,11/6/2001,R/56/24R,0,1,1,0,0,0
2091,4323,56,11/6/2001,R/56/24S,0,1,1,0,0,0
2092,4324,56,11/6/2001,R/56/25B,0,1,1,0,0,0
2093,4325,56,11/6/2001,R/56/27,1,1,1,0,0,0
2094,4326,56,12/3/2001,R/56/31,1,0,0,0,0,0
2095,4327,56,12/3/2001,R/56/32,1,0,0,0,0,0
2096,4328,56,12/3/2001,R/56/33,1,0,0,1,0,0
2097,4329,56,12/3/2001,R/56/34,1,0,0,1,0,0
2098,4330,56,12/3/2001,R/56/35,1,0,0,0,0,0
2099,4331,56,12/3/2001,R/56/36,1,0,0,0,0,0
2100,4332,56,12/7/2001,R/56/49,0,1,0,0,0,0
2101,4333,56,12/3/2001,R/56/52,1,0,0,0,0,0
2102,4334,56,12/3/2001,R/56/54,1,0,0,0,0,0
2103,4335,56,12/3/2001,R/56/55,1,0,0,0,0,0
2104,4336,56,12/3/2001,R/56/56,1,0,0,0,0,0
2105,4337,56,12/3/2001,R/56/57,1,0,0,0,0,0
2106,4338,56,12/3/2001,R/56/58,1,0,0,0,0,0
2107,4339,56,12/3/2001,R/56/59,1,0,0,0,1,0
2108,4340,56,12/3/2001,R/56/60,1,0,0,1,1,0
2109,4341,56,12/3/2001,R/56/61,1,0,0,0,1,0
2110,4342,56,12/3/2001,R/56/62,1,0,0,1,1,0
2111,4343,56,12/3/2001,R/56/63,1,0,0,0,0,0
2112,4344,56,12/3/2001,R/56/65,0,0,0,0,1,0
2113,4345,56,12/3/2001,R/56/66,0,0,0,0,1,1
2114,4346,56,12/3/2001,R/56/67,0,0,0,0,1,0
2115,4347,56,12/3/2001,R/56/73,0,0,0,0,1,0
2116,4348,56,12/3/2001,R/56/74,0,0,0,0,1,0
2117,4349,56,12/7/2001,R/56/94,0,1,0,0,0,0
2118,4350,56,12/5/2001,R/56/142,1,0,0,0,1,0
2119,4351,56,12/5/2001,R/56/146,0,0,0,1,0,0
2120,4352,56,12/5/2001,R/56/148,0,0,0,1,0,0
2121,4353,56,12/5/2001,R/56/150,0,0,0,1,0,1
2122,4354,56,12/5/2001,R/56/151,0,0,0,0,0,0
2123,4355,56,12/5/2001,R/56/152,0,0,0,1,0,0
2124,4356,56,12/5/2001,R/56/154,0,0,0,1,0,0
2125,4357,56,12/5/2001,R/56/155,0,0,0,1,0,0
2126,4358,56,12/5/2001,R/56/159,0,0,0,0,0,0
2127,4359,56,12/5/2001,R/56/160,0,0,0,1,0,0
2128,4360,56,12/5/2001,R/56/165,0,0,0,1,0,0
2129,4361,56,12/5/2001,R/56/171,0,0,0,1,0,0
2130,4362,56,12/5/2001,R/56/173,0,0,0,1,0,0
2131,4363,56,12/5/2001,R/56/174,0,0,0,1,0,0
2132,4364,56,12/5/2001,R/56/175,0,0,0,1,0,0
2133,4365,56,12/7/2001,R/56/179,0,0,0,0,0,1
2134,4366,56,12/7/2001,R/56/204,1,0,0,0,1,0
2135,4367,56,12/7/2001,R/56/214A,1,0,0,0,0,0
2136,4368,56,12/7/2001,R/56/214B,1,0,0,0,0,0
2137,4369,56,12/7/2001,R/56/216,0,0,0,0,0,0
2138,4370,56,12/3/2001,R/56/232,0,0,0,1,0,0
2139,4371,56,3/5/2002,R/56/266,0,0,0,1,0,0
2140,4445,58,8/5/2004,R/58/317,0,0,0,0,0,0
2141,4446,58,6/18/2004,R/58/307,1,0,0,0,0,0
2142,4447,58,5/6/2004,R/58/292,1,0,0,0,1,0
2143,4448,58,12/23/2003,R/58/245,0,0,0,1,0,0
2144,4449,58,12/23/2003,R/58/244,0,0,0,0,0,0
2145,4450,58,12/23/2003,R/58/240,0,0,0,0,0,0
2146,4451,58,12/23/2003,R/58/229,1,0,0,0,1,0
2147,4452,58,12/23/2003,R/58/198,0,0,0,0,0,1
2148,4453,58,12/22/2003,R/58/160,1,0,0,0,0,0
2149,4454,58,12/22/2003,R/58/163,1,0,0,0,0,0
2150,4455,58,12/22/2003,R/58/196,0,0,0,1,0,0
2151,4456,58,12/22/2003,R/58/195,0,0,0,1,0,0
2152,4457,58,12/22/2003,R/58/194,0,0,0,1,0,0
2153,4458,58,12/22/2003,R/58/193,0,0,0,1,0,0
2154,4459,58,12/22/2003,R/58/192,0,0,0,1,0,0
2155,4460,58,12/22/2003,R/58/189,0,0,0,1,0,0
2156,4461,58,12/22/2003,R/58/188,0,0,0,1,0,0
2157,4462,58,12/22/2003,R/58/187,0,0,0,1,0,0
2158,4463,58,12/22/2003,R/58/186,0,0,0,0,0,0
2159,4464,58,12/22/2003,R/58/184,0,0,0,0,0,0
2160,4465,58,12/22/2003,R/58/180,0,0,0,0,0,0
2161,4466,58,12/22/2003,R/58/179,0,0,0,0,0,0
2162,4467,58,12/22/2003,R/58/174,0,0,0,1,0,0
2163,4468,58,12/22/2003,R/58/173,0,0,0,0,0,0
2164,4469,58,12/22/2003,R/58/172,0,0,0,0,0,1
2165,4470,58,12/22/2003,R/58/171,0,0,0,1,0,0
2166,4471,58,12/22/2003,R/58/162,0,0,0,1,0,0
2167,4472,58,12/22/2003,R/58/161,0,0,0,0,0,0
2168,4473,58,12/22/2003,R/58/157,0,0,0,0,0,0
2169,4474,58,12/22/2003,R/58/155,1,0,0,0,0,0
2170,4475,58,12/17/2003,R/58/123,0,0,0,0,0,1
2171,4476,58,12/17/2003,R/58/113,1,0,0,0,0,0
2172,4477,58,12/9/2003,R/58/111,0,0,0,0,1,0
2173,4478,58,12/9/2003,R/58/110,0,0,0,0,1,0
2174,4479,58,12/9/2003,R/58/104,0,0,0,0,1,0
2175,4480,58,12/9/2003,R/58/100,1,0,0,0,0,0
2176,4481,58,12/9/2003,R/58/103,0,0,0,0,1,1
2177,4482,58,12/9/2003,R/58/98,1,0,0,0,1,0
2178,4483,58,12/9/2003,R/58/97,1,0,0,0,1,0
2179,4484,58,12/9/2003,R/58/96,1,0,0,0,1,0
2180,4485,58,12/9/2003,R/58/95,1,0,0,0,0,0
2181,4486,58,12/9/2003,R/58/94,1,0,0,0,0,0
2182,4487,58,12/9/2003,R/58/93,1,0,0,0,0,0
2183,4488,58,12/9/2003,R/58/99,1,0,0,1,1,0
2184,4489,58,12/9/2003,R/58/102,0,0,0,0,1,0
2185,4490,58,12/9/2003,R/58/91,1,0,0,0,0,0
2186,4491,58,12/9/2003,R/58/92,0,0,0,0,0,0
2187,4492,58,12/8/2003,R/58/47,0,1,0,0,0,0
2188,4493,58,12/8/2003,R/58/49,0,1,0,0,0,0
2189,4494,58,12/8/2003,R/58/50,0,1,0,0,0,0
2190,4495,58,12/8/2003,R/58/53,0,0,1,0,0,0
2191,4496,58,12/8/2003,R/58/54,0,0,0,0,0,0
2192,4497,58,12/8/2003,R/58/56,0,1,1,0,0,0
2193,4498,58,12/8/2003,R/58/45,0,0,1,0,0,0
2194,4499,58,12/8/2003,R/58/71,0,1,0,0,0,0
2195,4500,58,12/8/2003,R/58/29,0,0,0,0,0,0
2196,4501,58,12/8/2003,R/58/44,0,0,0,0,0,0
2197,4502,58,12/8/2003,R/58/43,0,0,0,0,0,0
2198,4503,58,12/8/2003,R/58/59,0,1,0,0,0,0
2199,4504,58,12/8/2003,R/58/39,0,0,0,0,0,0
2200,4505,58,12/8/2003,R/58/37,0,0,1,0,0,0
2201,4506,58,12/8/2003,R/58/64,0,1,0,0,0,0
2202,4507,58,12/8/2003,R/58/36,0,0,0,0,0,0
2203,4508,58,12/8/2003,R/58/33,0,0,1,0,0,0
2204,4509,58,12/8/2003,R/58/68,1,1,1,0,0,0
2205,4510,58,12/8/2003,R/58/51,0,1,0,0,0,0
2206,4511,58,12/8/2003,R/58/46,0,1,0,0,0,0
2207,4512,58,12/3/2003,R/58/23,1,0,0,0,0,0
2208,4513,58,12/3/2003,R/58/22,1,0,0,0,0,0
2209,4514,58,12/3/2003,R/58/21,1,0,0,0,0,0
2210,4515,58,12/3/2003,R/58/18,1,0,0,0,0,0
2211,4516,58,12/3/2003,R/58/20,1,0,0,0,0,0
2212,4517,58,12/3/2003,R/58/19,1,0,0,0,0,0
2213,4518,58,11/5/2003,R/58/8,0,1,0,0,0,0
2214,4519,58,11/4/2003,R/58/7,0,0,0,0,0,1
2215,4520,58,12/8/2003,R/58/35,0,1,0,0,0,0
2216,4593,60,3/15/2006,R/60/251,0,0,0,1,0,0
2217,4594,60,12/23/2005,R/60/231,0,0,0,0,0,0
2218,4595,60,12/23/2005,R/60/230,0,0,0,1,0,0
2219,4596,60,12/23/2005,R/60/229,0,0,0,0,0,0
2220,4597,60,12/23/2005,R/60/226,0,0,0,0,0,0
2221,4598,60,12/22/2005,R/60/200,0,0,0,0,0,0
2222,4599,60,12/22/2005,R/60/185,0,0,0,0,0,1
2223,4600,60,12/22/2005,R/60/184,0,0,0,0,0,1
2224,4601,60,12/22/2005,R/60/183,1,0,0,0,1,0
2225,4602,60,12/16/2005,R/60/170,0,0,0,1,0,0
2226,4603,60,12/16/2005,R/60/174,0,0,0,1,0,0
2227,4604,60,12/16/2005,R/60/173,0,0,0,1,0,0
2228,4605,60,12/16/2005,R/60/172,0,0,0,1,0,0
2229,4606,60,12/16/2005,R/60/171,0,0,0,1,0,0
2230,4607,60,12/16/2005,R/60/165,0,0,0,0,0,0
2231,4608,60,12/16/2005,R/60/164,0,0,0,1,0,0
2232,4609,60,12/16/2005,R/60/163,0,0,0,1,0,0
2233,4610,60,12/16/2005,R/60/162,0,0,0,0,0,0
2234,4611,60,12/16/2005,R/60/157,0,0,0,0,0,1
2235,4612,60,12/16/2005,R/60/155,0,0,0,1,0,0
2236,4613,60,12/16/2005,R/60/152,0,0,0,1,0,0
2237,4614,60,12/16/2005,R/60/150,0,0,0,0,0,0
2238,4615,60,12/16/2005,R/60/146,1,0,0,0,0,0
2239,4616,60,12/16/2005,R/60/144,1,0,0,0,0,0
2240,4617,60,12/16/2005,R/60/143,0,0,0,0,0,0
2241,4618,60,12/8/2005,R/60/45,0,0,0,0,0,1
2242,4619,60,12/8/2005,R/60/46,0,0,1,0,0,1
2243,4620,60,12/8/2005,R/60/48,0,0,0,0,0,0
2244,4621,60,12/8/2005,R/60/51,0,0,1,0,0,0
2245,4622,60,12/8/2005,R/60/53,0,1,0,0,0,0
2246,4623,60,12/8/2005,R/60/54,0,0,0,0,0,0
2247,4624,60,12/8/2005,R/60/55,0,0,1,0,0,0
2248,4625,60,12/8/2005,R/60/58,0,1,1,0,0,0
2249,4626,60,12/8/2005,R/60/59,0,0,1,0,0,0
2250,4627,60,12/8/2005,R/60/60,0,0,1,0,0,0
2251,4628,60,12/8/2005,R/60/61,0,0,1,0,0,1
2252,4629,60,12/8/2005,R/60/62,0,0,1,0,0,0
2253,4630,60,12/8/2005,R/60/65,0,1,0,0,0,0
2254,4631,60,12/8/2005,R/60/66,0,0,0,0,0,0
2255,4632,60,12/8/2005,R/60/68,0,0,0,1,0,1
2256,4633,60,12/8/2005,R/60/70,0,1,1,0,0,0
2257,4634,60,12/8/2005,R/60/72,0,1,1,0,0,0
2258,4635,60,12/8/2005,R/60/75,0,0,0,0,0,0
2259,4636,60,12/8/2005,R/60/76,0,1,0,0,0,0
2260,4637,60,12/8/2005,R/60/56,0,1,1,0,0,0
2261,4638,60,12/8/2005,R/60/80,0,0,1,0,0,0
2262,4639,60,12/8/2005,R/60/88,0,1,0,0,0,0
2263,4640,60,12/8/2005,R/60/92,1,1,1,0,0,0
2264,4641,60,12/8/2005,R/60/95,0,1,0,0,0,0
2265,4642,60,12/8/2005,R/60/100,1,0,0,0,0,0
2266,4643,60,12/8/2005,R/60/101,0,0,0,0,0,0
2267,4644,60,12/8/2005,R/60/103,1,0,0,0,0,0
2268,4645,60,12/8/2005,R/60/104,1,0,0,0,1,0
2269,4646,60,12/8/2005,R/60/105,1,0,0,0,1,0
2270,4647,60,12/8/2005,R/60/106,1,0,0,0,1,0
2271,4648,60,12/8/2005,R/60/107,1,0,0,1,1,0
2272,4649,60,12/8/2005,R/60/108,1,0,0,0,0,0
2273,4650,60,12/8/2005,R/60/110,0,0,0,0,1,0
2274,4651,60,12/8/2005,R/60/111,0,0,0,0,1,1
2275,4652,60,12/8/2005,R/60/112,0,0,0,0,1,0
2276,4653,60,12/8/2005,R/60/118,0,0,0,0,1,0
2277,4654,60,12/8/2005,R/60/119,0,0,0,0,1,0
2278,4655,60,12/8/2005,R/60/120,0,0,0,0,1,0
2279,4656,60,12/8/2005,R/60/79,0,1,0,0,0,0
2280,4657,60,12/8/2005,R/60/102,1,0,0,0,0,0
2281,4658,60,12/1/2005,R/60/41,1,0,0,0,0,0
2282,4659,60,12/1/2005,R/60/39,1,0,0,0,0,0
2283,4660,60,12/1/2005,R/60/38,1,0,0,0,0,0
2284,4661,60,12/1/2005,R/60/37,1,0,0,0,0,0
2285,4662,60,12/1/2005,R/60/36,1,0,0,0,0,0
2286,4663,60,11/29/2005,R/60/30,0,0,0,0,0,0
2287,4664,60,11/8/2005,R/60/12,0,0,0,0,0,1
2288,4665,60,10/31/2005,R/60/6,0,1,0,0,0,0
2289,4666,60,6/30/2006,R/60/278,1,0,0,0,0,0
2290,4754,62,10/30/2007,R/62/3,0,0,0,0,0,1
2291,4755,62,12/5/2007,R/62/19,0,1,0,0,0,0
2292,4756,62,12/5/2007,R/62/32,0,1,0,0,0,0
2293,4757,62,12/5/2007,R/62/20,0,0,1,0,0,0
2294,4758,62,12/5/2007,R/62/41,0,0,1,0,0,0
2295,4759,62,12/5/2007,R/62/39,0,1,1,0,0,0
2296,4760,62,12/5/2007,R/62/44,0,0,1,0,0,0
2297,4761,62,12/5/2007,R/62/42,0,1,1,0,0,0
2298,4762,62,12/5/2007,R/62/47,0,0,1,0,0,1
2299,4763,62,12/5/2007,R/62/28,0,0,1,0,0,0
2300,4764,62,12/5/2007,R/62/43,0,0,0,0,0,0
2301,4765,62,12/5/2007,R/62/24,0,1,1,0,0,0
2302,4766,62,12/5/2007,R/62/25,0,1,1,0,0,0
2303,4767,62,12/5/2007,R/62/14,0,0,0,0,0,0
2304,4768,62,12/5/2007,R/62/35,0,1,0,0,0,0
2305,4769,62,12/5/2007,R/62/27,0,0,1,0,0,0
2306,4770,62,12/5/2007,R/62/17,0,0,0,0,0,1
2307,4771,62,12/5/2007,R/62/30,0,0,1,0,0,0
2308,4772,62,12/5/2007,R/62/31,0,1,1,0,0,0
2309,4773,62,12/5/2007,R/62/36,0,1,1,0,0,0
2310,4774,62,12/5/2007,R/62/48,0,0,1,0,0,1
2311,4775,62,12/5/2007,R/62/29,0,0,1,0,0,0
2312,4776,62,12/5/2007,R/62/59,0,1,0,0,0,0
2313,4777,62,12/5/2007,R/62/51,0,1,1,0,0,0
