,rcid,session,date,unres,me,nu,di,hr,co,ec
1062,2244,36,12/6/1981,R/36/92F,0,0,1,0,0,0
1063,2245,36,12/6/1981,R/36/92H,0,0,1,0,0,0
1064,2246,36,12/6/1981,R/36/92I,0,1,1,0,0,0
1065,2247,36,12/6/1981,R/36/92J,0,1,1,0,0,0
1066,2248,36,12/6/1981,R/36/92K,0,1,1,0,0,0
1067,2249,36,12/6/1981,R/36/94,0,1,1,0,0,0
1068,2250,36,12/6/1981,R/36/95,0,1,0,0,0,0
1069,2251,36,12/6/1981,R/36/96A,0,0,1,0,0,0
1070,2252,36,12/6/1981,R/36/96B,0,0,1,0,0,0
1071,2253,36,12/6/1981,R/36/96C,0,0,1,0,0,0
1072,2254,36,12/6/1981,R/36/97A,0,0,1,0,0,0
1073,2255,36,12/6/1981,R/36/97C,0,0,1,0,0,0
1074,2256,36,12/6/1981,R/36/97E,0,1,1,0,0,0
1075,2257,36,12/6/1981,R/36/97G,0,1,0,0,0,0
1076,2258,36,12/6/1981,R/36/97J,0,0,1,0,0,0
1077,2259,36,12/6/1981,R/36/97K,0,0,1,0,0,0
1078,2260,36,12/6/1981,R/36/98,1,1,0,0,0,0
1079,2261,36,12/6/1981,R/36/99,0,1,1,0,0,0
1080,2262,36,12/6/1981,R/36/100,0,1,1,0,0,0
1081,2263,36,12/6/1981,R/36/102,0,0,1,0,0,0
1082,2264,36,12/6/1981,R/36/103,0,0,0,0,0,0
1083,2265,36,12/6/1981,R/36/104,0,0,0,0,0,0
1084,2266,36,10/1/1981,R/36/15,1,0,0,0,0,0
1085,2267,36,12/6/1981,R/36/146A,1,0,0,0,0,0
1086,2268,36,12/6/1981,R/36/146B,1,0,0,1,1,0
1087,2269,36,12/6/1981,R/36/146C,1,0,0,0,0,0
1088,2270,36,12/6/1981,R/36/146F,1,0,0,0,0,0
1089,2271,36,12/6/1981,R/36/146G,1,0,0,0,0,0
1090,2272,36,12/6/1981,R/36/146H,1,0,0,0,0,0
1091,2273,36,12/6/1981,R/36/147A,1,0,0,1,1,0
1092,2274,36,12/6/1981,R/36/147B,1,0,0,0,1,0
1093,2275,36,12/6/1981,R/36/147C,1,0,0,0,1,0
1094,2276,36,12/6/1981,R/36/147D,1,0,0,0,1,0
1095,2277,36,12/6/1981,R/36/147E,1,0,0,0,1,0
1096,2278,36,12/6/1981,R/36/147F,1,0,0,0,1,0
1097,2279,36,12/6/1981,R/36/147G,1,0,0,0,0,0
1098,2280,36,12/6/1981,R/36/149B,0,0,0,0,0,0
1099,2281,36,12/6/1981,R/36/150,1,0,0,0,0,0
1100,2282,36,12/1/1981,R/36/73,1,0,0,0,1,1
1101,2283,36,12/6/1981,R/36/145,0,0,0,0,0,1
1102,2284,36,12/7/1981,R/36/173,1,0,0,0,1,0
1103,2285,36,12/7/1981,R/36/175,0,0,0,0,0,1
1104,2286,36,12/7/1981,R/36/188,0,0,1,0,0,0
1105,2287,36,12/7/1981,R/36/210,0,0,0,0,0,0
1106,2288,36,12/7/1981,R/36/225,0,0,0,0,0,1
1107,2289,36,10/1/1981,R/36/8,1,1,0,0,0,0
1108,2290,36,10/1/1981,R/36/12,0,0,0,1,0,0
1109,2291,36,10/1/1981,R/36/13,0,0,0,1,0,0
1110,2292,36,11/2/1981,R/36/18,0,0,0,0,0,0
1111,2293,36,11/2/1981,R/36/19,0,0,0,0,0,0
1112,2294,36,11/2/1981,R/36/21,0,0,0,0,0,0
1113,2295,36,11/6/1981,R/36/29,0,0,0,1,0,0
1114,2296,36,11/4/1981,R/36/56A,0,0,0,0,0,0
1115,2297,36,12/4/1981,R/36/133,0,0,0,1,0,0
1116,2298,36,12/6/1981,R/36/151,0,0,0,1,0,0
1117,2299,36,12/6/1981,R/36/155,0,0,1,0,0,0
1118,2300,36,12/6/1981,R/36/157,0,0,0,1,0,0
1119,2301,36,11/3/1981,R/36/46,0,0,0,0,0,0
1120,2302,36,11/3/1981,R/36/49,0,0,0,0,1,0
1121,2303,36,11/3/1981,R/36/50,0,0,0,0,1,0
1122,2304,36,11/3/1981,R/36/51,1,0,0,0,0,0
1123,2305,36,11/3/1981,R/36/52,0,0,0,0,0,0
1124,2306,36,11/2/1981,R/36/66A,0,0,0,0,0,0
1125,2307,36,11/2/1981,R/36/66B,0,0,0,0,0,0
1126,2308,36,12/7/1981,R/36/116A,1,0,0,0,0,0
1127,2309,36,12/7/1981,R/36/116B,0,0,0,0,0,0
1128,2310,36,12/1/1981,R/36/231A,0,0,0,0,0,0
1129,2311,36,12/1/1981,R/36/232,0,0,0,0,0,0
1130,2312,36,12/1/1981,R/36/234A,0,0,0,0,0,0
1131,2313,36,12/1/1981,R/36/234B,0,0,0,0,0,0
1132,2314,36,12/1/1981,R/36/235/IV,0,0,0,0,0,0
1133,2315,36,12/1/1981,R/36/235/VI,0,0,0,0,0,0
1134,2316,36,12/1/1981,R/36/235/IX,0,0,0,0,0,0
1135,2317,36,12/1/1981,R/36/235/XII,0,0,0,0,0,0
1136,2318,36,12/1/1981,R/36/235/XVI,0,0,0,0,0,0
1137,2319,36,12/1/1981,R/36/237,0,0,0,0,0,0
1138,2320,36,12/1/1981,R/36/240A,0,0,0,0,0,0
1139,2321,36,12/1/1981,R/36/240C,0,0,0,0,0,0
1140,2322,36,12/1/1981,R/36/241,0,0,0,0,0,0
1141,2323,36,12/1/1981,R/36/242,0,0,0,0,0,0
1142,2324,36,11/6/1981,R/36/31,0,0,0,0,0,0
1143,2325,36,12/7/1981,R/36/106,0,0,0,0,0,0
1144,2326,36,12/7/1981,R/36/107,0,0,0,0,0,0
1145,2327,36,12/7/1981,R/36/112,0,0,0,0,0,0
1146,2328,36,12/1/1981,R/36/122,0,0,0,0,0,0
1147,2329,36,12/1/1981,R/36/324,0,0,0,0,0,0
1148,2330,36,12/6/1981,R/36/435,0,0,0,1,0,0
1149,2491,38,10/4/1983,R/38/3,0,0,0,0,0,0
1150,2492,38,11/6/1983,R/38/7,0,0,0,0,0,0
1151,2493,38,11/7/1983,R/38/9,1,1,0,0,0,0
1152,2494,38,11/5/1983,R/38/11,0,0,0,0,0,0
1153,2495,38,11/6/1983,R/38/12,0,0,0,0,0,0
1154,2496,38,11/4/1983,R/38/13,0,0,0,0,1,0
1155,2497,38,11/6/1983,R/38/29,0,0,0,0,0,0
1156,2498,38,11/1/1983,R/38/34,0,0,0,0,0,0
1157,2499,38,12/3/1983,R/38/36A,0,0,0,0,1,0
1158,2500,38,12/3/1983,R/38/36B,0,0,0,0,0,0
1159,2501,38,12/3/1983,R/38/36C,0,0,0,0,0,0
1160,2502,38,12/3/1983,R/38/36D,0,0,0,0,0,0
1161,2503,38,12/3/1983,R/38/36E,0,0,0,0,0,0
1162,2504,38,12/6/1983,R/38/39A,0,0,0,1,0,0
1163,2505,38,12/6/1983,R/38/39B,0,0,0,1,0,0
1164,2506,38,12/6/1983,R/38/39C,0,0,0,0,0,0
1165,2507,38,12/6/1983,R/38/39D,0,0,0,0,0,0
1166,2508,38,12/6/1983,R/38/39E,0,0,0,1,0,0
1167,2509,38,12/6/1983,R/38/39F,1,1,0,0,0,0
1168,2510,38,12/6/1983,R/38/39G,0,1,0,0,0,0
1169,2511,38,12/6/1983,R/38/39I,0,0,0,0,0,1
1170,2512,38,12/6/1983,R/38/39J,0,0,0,0,0,0
1171,2513,38,12/6/1983,R/38/39K,0,0,0,1,0,0
1172,2514,38,12/1/1983,R/38/54,0,0,0,0,1,0
1173,2515,38,12/1/1983,R/38/55,0,0,0,0,1,0
1174,2516,38,12/7/1983,R/38/58A,1,0,0,1,0,0
1175,2517,38,12/7/1983,R/38/58B,1,0,0,1,0,0
1176,2518,38,12/7/1983,R/38/58C,1,0,0,0,1,0
1177,2519,38,12/7/1983,R/38/58D,1,0,0,0,0,0
1178,2520,38,12/7/1983,R/38/58E,1,0,0,0,0,0
1179,2521,38,12/1/1983,R/38/59A,0,0,0,0,0,0
1180,2522,38,12/6/1983,R/38/180A,1,0,0,0,1,0
1181,2523,38,12/6/1983,R/38/180B,1,0,0,0,1,0
1182,2524,38,12/6/1983,R/38/180C,1,0,0,0,0,0
1183,2525,38,12/6/1983,R/38/180D,1,0,0,0,0,0
1184,2526,38,12/6/1983,R/38/180E,1,0,0,0,0,0
1185,2527,38,12/2/1983,R/38/61,0,1,1,0,0,0
1186,2528,38,12/2/1983,R/38/62,0,1,1,0,0,0
1187,2529,38,12/2/1983,R/38/63,0,1,1,0,0,0
1188,2530,38,12/2/1983,R/38/65,0,1,1,0,0,0
1189,2531,38,12/2/1983,R/38/67,0,1,1,0,0,0
1190,2532,38,12/2/1983,R/38/68,0,1,0,0,0,0
1191,2533,38,12/2/1983,R/38/69,1,1,1,0,0,0
1192,2534,38,12/2/1983,R/38/70,0,0,1,0,0,0
1193,2535,38,12/2/1983,R/38/71A,0,0,1,0,0,1
1194,2536,38,12/2/1983,R/38/72,0,1,0,0,0,0
1195,2537,38,12/2/1983,R/38/73B,0,1,1,0,0,0
1196,2538,38,12/2/1983,R/38/73E,0,1,1,0,0,0
1197,2539,38,12/2/1983,R/38/73F,0,0,1,0,0,0
1198,2540,38,12/2/1983,R/38/73G,0,1,1,0,0,0
1199,2541,38,12/2/1983,R/38/73H,0,0,1,0,0,0
1200,2542,38,12/2/1983,R/38/74,0,1,1,0,0,0
1201,2543,38,12/2/1983,R/38/75,0,1,0,0,0,0
1202,2544,38,12/2/1983,R/38/76,0,1,1,0,0,0
1203,2545,38,12/7/1983,R/38/181A,0,1,1,0,0,0
1204,2546,38,12/7/1983,R/38/181B,0,1,1,0,0,0
1205,2547,38,12/7/1983,R/38/182,0,1,1,0,0,1
1206,2548,38,12/7/1983,R/38/183A,0,0,1,0,0,0
1207,2549,38,12/7/1983,R/38/183B,0,1,1,0,0,0
1208,2550,38,12/7/1983,R/38/183C,0,1,1,0,0,1
1209,2551,38,12/7/1983,R/38/183D,0,1,1,0,0,0
1210,2552,38,12/7/1983,R/38/183F,0,0,1,0,0,0
1211,2553,38,12/7/1983,R/38/183G,0,1,1,0,0,0
1212,2554,38,12/7/1983,R/38/183H,0,0,1,0,0,0
1213,2555,38,12/7/1983,R/38/183I,0,0,1,0,0,0
1214,2556,38,12/7/1983,R/38/183J,0,1,1,0,0,0
1215,2557,38,12/7/1983,R/38/183L,0,0,1,0,0,0
1216,2558,38,12/7/1983,R/38/183M,0,1,1,0,0,0
1217,2559,38,12/7/1983,R/38/183N,0,1,1,0,0,0
1218,2560,38,12/7/1983,R/38/183P,0,0,0,0,0,0
1219,2561,38,12/7/1983,R/38/184B,0,0,0,0,0,0
1220,2562,38,12/7/1983,R/38/187A,0,0,1,0,0,0
1221,2563,38,12/7/1983,R/38/187C,0,0,1,0,0,0
1222,2564,38,12/7/1983,R/38/188A,0,0,1,0,0,0
1223,2565,38,12/7/1983,R/38/188C,0,1,0,0,0,0
1224,2566,38,12/7/1983,R/38/188E,0,1,1,0,0,0
1225,2567,38,12/7/1983,R/38/188F,0,0,1,0,0,0
1226,2568,38,12/7/1983,R/38/188G,0,1,1,0,0,0
1227,2569,38,12/7/1983,R/38/188H,0,0,1,0,0,0
1228,2570,38,12/7/1983,R/38/188I,0,1,0,0,0,0
1229,2571,38,12/7/1983,R/38/188J,0,0,1,0,0,0
1230,2572,38,12/7/1983,R/38/190,0,0,1,0,0,0
1231,2573,38,12/7/1983,R/38/191,0,0,0,0,0,0
1232,2574,38,12/2/1983,R/38/79A,1,0,0,0,0,0
1233,2575,38,12/2/1983,R/38/79B,1,0,0,1,1,0
1234,2576,38,12/2/1983,R/38/79C,1,0,0,0,0,0
1235,2577,38,12/2/1983,R/38/79D,1,0,0,1,1,0
1236,2578,38,12/2/1983,R/38/79E,1,0,0,0,0,0
1237,2579,38,12/2/1983,R/38/79F,1,0,0,0,0,0
1238,2580,38,12/2/1983,R/38/79G,1,0,0,0,1,0
1239,2581,38,12/2/1983,R/38/79H,1,0,0,0,0,0
1240,2582,38,12/2/1983,R/38/80,0,0,0,0,0,0
1241,2583,38,12/2/1983,R/38/81,0,0,0,0,0,0
1242,2584,38,12/2/1983,R/38/82B,0,0,0,0,0,0
1243,2585,38,12/2/1983,R/38/83A,1,0,0,0,0,0
1244,2586,38,12/2/1983,R/38/83D,1,0,0,0,0,0
1245,2587,38,12/2/1983,R/38/83E,1,0,0,0,0,0
1246,2588,38,12/2/1983,R/38/83F,1,0,0,0,0,0
1247,2589,38,12/2/1983,R/38/83G,1,0,0,0,1,0
1248,2590,38,12/2/1983,R/38/83H,1,0,0,0,0,0
1249,2591,38,12/2/1983,R/38/83I,1,0,0,0,0,0
1250,2592,38,12/2/1983,R/38/83J,1,0,0,0,0,0
1251,2593,38,12/2/1983,R/38/83K,1,0,0,0,1,0
1252,2594,38,12/2/1983,R/38/85,1,0,0,0,0,0
1253,2595,38,12/6/1983,R/38/144,1,0,0,0,1,1
1254,2596,38,12/6/1983,R/38/145,1,0,0,0,0,0
1255,2597,38,12/6/1983,R/38/150,0,0,0,0,0,0
1256,2598,38,12/6/1983,R/38/154,0,0,0,0,0,0
1257,2599,38,12/6/1983,R/38/162,0,0,0,0,0,0
1258,2600,38,12/6/1983,R/38/166,1,0,0,0,1,0
1259,2601,38,12/6/1983,R/38/174,0,0,0,0,0,1
1260,2602,38,12/6/1983,R/38/177,0,0,0,0,0,0
1261,2603,38,12/7/1983,R/38/196,0,0,0,0,0,1
1262,2604,38,12/7/1983,R/38/197,0,0,0,0,0,1
1263,2605,38,12/7/1983,R/38/202,0,0,0,0,0,1
1264,2606,38,11/5/1983,R/38/17,1,0,0,0,1,0
1265,2607,38,11/5/1983,R/38/19,0,0,0,1,0,0
1266,2608,38,11/5/1983,R/38/25,0,0,0,0,1,0
1267,2609,38,12/3/1983,R/38/100,0,0,0,1,0,0
1268,2610,38,12/3/1983,R/38/101,0,0,0,1,0,0
1269,2611,38,12/3/1983,R/38/102,0,0,0,1,0,0
1270,2612,38,12/3/1983,R/38/107,0,0,0,0,0,0
1271,2613,38,12/3/1983,R/38/108,0,0,0,1,0,0
1272,2614,38,12/3/1983,R/38/112,0,0,0,0,0,0
1273,2615,38,12/3/1983,R/38/113,0,0,0,1,0,0
1274,2616,38,12/3/1983,R/38/124,0,0,0,1,0,0
1275,2617,38,12/1/1983,R/38/49,0,0,0,0,1,0
1276,2618,38,12/1/1983,R/38/50,0,1,0,1,1,0
1277,2619,38,12/1/1983,R/38/51,0,0,0,0,1,0
1278,2620,38,12/3/1983,R/38/35A,0,0,0,0,0,0
1279,2621,38,12/3/1983,R/38/35B,0,0,0,0,0,0
1280,2622,38,12/6/1983,R/38/38,1,0,0,0,0,0
1281,2623,38,12/7/1983,R/38/226,0,0,0,0,0,0
1282,2624,38,12/7/1983,R/38/228A,0,0,0,0,0,0
1283,2625,38,12/7/1983,R/38/232,0,0,0,0,0,0
1284,2626,38,12/7/1983,R/38/233,0,0,0,0,0,0
1285,2627,38,12/7/1983,R/38/234/XII,0,0,0,0,0,0
1286,2628,38,12/7/1983,R/38/235,0,0,0,0,0,0
1287,2629,38,12/7/1983,R/38/236A,0,0,0,0,0,0
1288,2630,38,12/7/1983,R/38/236C,0,0,0,0,0,0
1289,2631,38,12/7/1983,R/38/237,0,0,0,0,0,0
1290,2632,38,12/7/1983,R/38/238,0,0,0,0,0,0
1291,2633,38,12/7/1983,R/38/239,0,0,0,0,0,0
1292,2634,38,12/6/1983,R/38/128,0,0,0,0,0,0
1293,2635,38,12/6/1983,R/38/132,0,0,0,0,0,0
1294,2636,38,12/6/1983,R/38/133,0,0,0,0,0,0
1295,2637,38,12/1/1983,R/38/416,0,0,0,0,1,0
1296,2638,38,12/1/1983,R/38/419,0,0,0,0,1,0
1297,2639,38,12/7/1983,R/38/451,0,0,0,0,0,0
1298,2791,40,10/6/1985,R/40/5,0,0,0,0,0,0
1299,2792,40,11/6/1985,R/40/6,1,1,1,0,0,0
1300,2793,40,11/3/1985,R/40/7,0,0,0,0,0,0
1301,2794,40,11/2/1985,R/40/11,0,0,0,1,0,0
1302,2795,40,11/4/1985,R/40/12,0,0,0,0,0,0
1303,2796,40,11/2/1985,R/40/18,0,0,1,0,0,0
1304,2797,40,11/5/1985,R/40/19,0,0,0,0,0,0
1305,2798,40,11/4/1985,R/40/21,0,0,0,0,0,0
1306,2799,40,11/6/1985,R/40/23,0,0,0,0,0,1
1307,2800,40,11/6/1985,R/40/25,0,0,0,1,1,0
1308,2801,40,11/6/1985,R/40/27,0,0,0,1,0,0
1309,2802,40,11/6/1985,R/40/28,0,0,0,1,0,0
1310,2803,40,12/2/1985,R/40/50,0,0,0,0,0,0
1311,2804,40,12/2/1985,R/40/51,0,0,0,0,1,0
1312,2805,40,12/2/1985,R/40/52,0,0,0,0,1,1
1313,2806,40,12/2/1985,R/40/53,0,0,0,0,1,0
1314,2807,40,12/2/1985,R/40/56,0,0,0,0,1,0
1315,2808,40,12/2/1985,R/40/57,0,0,0,0,1,0
1316,2809,40,12/2/1985,R/40/58,0,0,0,0,0,0
1317,2810,40,12/2/1985,R/40/59A,0,0,0,0,0,0
1318,2811,40,12/2/1985,R/40/59B,0,0,0,0,0,0
1319,2812,40,12/2/1985,R/40/62,0,0,0,0,1,0
1320,2813,40,12/3/1985,R/40/63,0,0,0,0,0,0
1321,2814,40,12/3/1985,R/40/64A,0,0,0,0,0,0
1322,2815,40,12/3/1985,R/40/64B,0,0,0,0,1,0
1323,2816,40,12/3/1985,R/40/64C,0,0,0,0,0,0
1324,2817,40,12/3/1985,R/40/64D,0,0,0,1,0,0
1325,2818,40,12/3/1985,R/40/64E,1,1,0,0,0,1
1326,2819,40,12/3/1985,R/40/64F,0,0,0,1,0,0
1327,2820,40,12/3/1985,R/40/64G,0,0,0,1,0,0
1328,2821,40,12/3/1985,R/40/64I,0,0,0,1,0,0
1329,2822,40,12/4/1985,R/40/67,0,0,0,0,0,1
1330,2823,40,12/4/1985,R/40/69,0,0,0,0,0,0
1331,2824,40,12/4/1985,R/40/70,0,0,0,0,0,0
1332,2825,40,12/5/1985,R/40/79,0,1,1,0,0,0
1333,2826,40,12/5/1985,R/40/80A,0,1,0,0,0,0
1334,2827,40,12/5/1985,R/40/80B,0,1,0,0,0,0
1335,2828,40,12/5/1985,R/40/81,0,1,0,0,0,0
1336,2829,40,12/5/1985,R/40/83,0,1,1,0,0,0
1337,2830,40,12/5/1985,R/40/85,0,1,0,0,0,0
1338,2831,40,12/5/1985,R/40/86,0,1,0,0,0,0
1339,2832,40,12/5/1985,R/40/87,0,0,1,0,0,0
1340,2833,40,12/5/1985,R/40/88,0,1,0,0,0,0
1341,2834,40,12/5/1985,R/40/89A,0,1,1,0,0,0
1342,2835,40,12/5/1985,R/40/89B,0,1,1,0,0,0
1343,2836,40,12/5/1985,R/40/90,0,0,1,0,0,1
1344,2837,40,12/5/1985,R/40/91B,0,0,1,0,0,0
1345,2838,40,12/5/1985,R/40/92A,0,0,1,0,0,0
1346,2839,40,12/5/1985,R/40/92C,0,0,1,0,0,0
1347,2840,40,12/5/1985,R/40/93,1,1,1,0,0,0
1348,2841,40,12/5/1985,R/40/94A,0,0,1,0,0,0
1349,2842,40,12/5/1985,R/40/94F,0,0,1,0,0,0
1350,2843,40,12/5/1985,R/40/94G,0,1,0,0,0,0
1351,2844,40,12/5/1985,R/40/94H,0,1,1,0,0,0
1352,2845,40,12/5/1985,R/40/94I,0,0,1,0,0,0
1353,2846,40,12/5/1985,R/40/94K,0,0,1,0,0,0
1354,2847,40,12/5/1985,R/40/94L,0,0,1,0,0,0
1355,2848,40,12/5/1985,R/40/94M,0,1,1,0,0,0
1356,2849,40,12/5/1985,R/40/94N,0,0,1,0,0,0
1357,2850,40,12/5/1985,R/40/96A,1,0,0,1,0,0
1358,2851,40,12/5/1985,R/40/96B,1,0,0,1,0,0
1359,2852,40,12/5/1985,R/40/96C,1,0,0,0,0,0
1360,2853,40,12/5/1985,R/40/96D,1,0,0,0,0,0
1361,2854,40,12/6/1985,R/40/97A,0,0,0,0,1,0
1362,2855,40,12/6/1985,R/40/97B,0,0,0,0,0,0
1363,2856,40,12/6/1985,R/40/97C,0,0,0,0,0,0
1364,2857,40,12/6/1985,R/40/97D,0,0,0,0,0,0
1365,2858,40,12/6/1985,R/40/97E,0,0,0,0,0,0
1366,2859,40,12/6/1985,R/40/97F,0,0,0,0,0,0
1367,2860,40,12/6/1985,R/40/100,0,0,0,0,0,1
1368,2861,40,12/6/1985,R/40/111,0,0,0,1,0,1
1369,2862,40,12/6/1985,R/40/112,0,0,0,1,0,1
1370,2863,40,12/6/1985,R/40/114,0,0,0,1,0,1
1371,2864,40,12/6/1985,R/40/124,0,0,0,1,0,0
1372,2865,40,12/6/1985,R/40/137,0,0,0,1,0,0
1373,2866,40,12/6/1985,R/40/139,0,0,0,1,0,0
1374,2867,40,12/6/1985,R/40/140,0,0,0,1,0,0
1375,2868,40,12/6/1985,R/40/141,0,0,0,1,0,0
1376,2869,40,12/6/1985,R/40/145,0,0,0,1,0,0
1377,2870,40,12/6/1985,R/40/148,0,0,0,0,0,0
1378,2871,40,12/2/1985,R/40/150,0,0,1,0,0,1
1379,2872,40,12/2/1985,R/40/151A,0,0,1,0,0,0
1380,2873,40,12/2/1985,R/40/151B,0,0,1,0,0,0
1381,2874,40,12/2/1985,R/40/151C,0,1,1,0,0,0
1382,2875,40,12/2/1985,R/40/151D,0,0,1,0,0,0
1383,2876,40,12/2/1985,R/40/151E,0,1,1,0,0,0
1384,2877,40,12/2/1985,R/40/151F,0,1,0,0,0,0
1385,2878,40,12/2/1985,R/40/151H,0,0,1,0,0,0
1386,2879,40,12/2/1985,R/40/152A,0,1,1,0,0,0
1387,2880,40,12/2/1985,R/40/152B,0,1,1,0,0,0
1388,2881,40,12/2/1985,R/40/152C,0,1,1,0,0,0
1389,2882,40,12/2/1985,R/40/152E,0,0,1,0,0,0
1390,2883,40,12/2/1985,R/40/152G,0,1,0,0,0,0
1391,2884,40,12/2/1985,R/40/152H,0,1,1,0,0,0
1392,2885,40,12/2/1985,R/40/152I,0,0,1,0,0,0
1393,2886,40,12/2/1985,R/40/152J,0,0,1,0,0,0
1394,2887,40,12/2/1985,R/40/152M,0,0,1,0,0,0
1395,2888,40,12/2/1985,R/40/152N,0,0,1,0,0,0
1396,2889,40,12/2/1985,R/40/152P,0,1,1,0,0,0
1397,2890,40,12/2/1985,R/40/152Q,0,1,0,0,0,0
1398,2891,40,12/2/1985,R/40/156A,0,0,0,0,0,0
1399,2892,40,12/2/1985,R/40/156B,0,0,0,0,0,1
1400,2893,40,12/2/1985,R/40/156C,0,0,0,0,0,0
1401,2894,40,12/2/1985,R/40/158,0,0,0,0,0,0
1402,2895,40,12/2/1985,R/40/159,0,0,0,0,0,0
1403,2896,40,12/2/1985,R/40/161A,1,0,0,0,0,0
1404,2897,40,12/2/1985,R/40/161B,1,0,0,1,0,0
1405,2898,40,12/2/1985,R/40/161C,1,0,0,0,0,0
1406,2899,40,12/2/1985,R/40/161D,1,0,0,1,1,0
1407,2900,40,12/2/1985,R/40/161E,1,0,0,0,0,0
1408,2901,40,12/2/1985,R/40/161F,1,0,0,0,0,0
1409,2902,40,12/2/1985,R/40/161G,1,0,0,0,0,0
1410,2903,40,12/2/1985,R/40/164A,0,0,0,0,0,0
1411,2904,40,12/2/1985,R/40/164B,0,0,0,0,0,0
1412,2905,40,12/2/1985,R/40/165A,1,0,0,0,0,0
1413,2906,40,12/2/1985,R/40/165D,1,0,0,0,0,0
1414,2907,40,12/2/1985,R/40/165E,1,0,0,0,0,0
1415,2908,40,12/2/1985,R/40/165F,1,0,0,0,0,0
1416,2909,40,12/2/1985,R/40/165G,1,0,0,0,0,0
1417,2910,40,12/2/1985,R/40/165H,1,0,0,0,0,0
1418,2911,40,12/2/1985,R/40/165I,1,0,0,0,0,0
1419,2912,40,12/2/1985,R/40/165J,1,0,0,0,0,0
1420,2913,40,12/2/1985,R/40/165K,1,0,0,0,0,0
1421,2914,40,12/2/1985,R/40/167,1,0,0,0,0,0
1422,2915,40,12/2/1985,R/40/168A,1,0,0,0,0,0
1423,2916,40,12/2/1985,R/40/168B,1,0,0,0,1,0
1424,2917,40,12/2/1985,R/40/168C,1,0,0,0,0,0
1425,2918,40,12/3/1985,R/40/169,1,0,0,0,0,1
1426,2919,40,12/3/1985,R/40/170,1,0,0,0,0,1
1427,2920,40,12/3/1985,R/40/173,0,0,0,0,0,1
1428,2921,40,12/3/1985,R/40/182,0,0,0,0,0,1
1429,2922,40,12/3/1985,R/40/183,0,0,0,0,0,1
1430,2923,40,12/3/1985,R/40/185,0,0,0,0,0,1
1431,2924,40,12/3/1985,R/40/188,0,0,0,0,0,1
1432,2925,40,12/3/1985,R/40/191,0,0,0,0,0,0
1433,2926,40,12/3/1985,R/40/197,0,0,0,0,0,0
1434,2927,40,12/3/1985,R/40/200,0,0,0,0,0,0
1435,2928,40,12/3/1985,R/40/201,1,0,0,0,0,0
1436,2929,40,12/3/1985,R/40/207,0,0,0,0,0,1
1437,2930,40,12/4/1985,R/40/239,0,0,0,0,0,0
1438,2931,40,12/4/1985,R/40/241B,0,0,0,0,0,0
1439,2932,40,12/4/1985,R/40/243I,0,0,0,0,0,0
1440,2933,40,12/4/1985,R/40/246A,1,0,0,0,0,0
1441,2934,40,12/4/1985,R/40/246B,1,0,0,0,0,0
1442,2935,40,12/4/1985,R/40/247,0,0,0,0,0,0
1443,2936,40,12/4/1985,R/40/248,0,0,0,0,0,0
1444,2937,40,12/4/1985,R/40/252,0,0,0,0,0,0
1445,2938,40,12/4/1985,R/40/253A,0,0,0,0,0,0
1446,2939,40,12/4/1985,R/40/253B,0,0,0,0,0,0
1447,2940,40,12/4/1985,R/40/253C,0,0,0,0,0,0
1448,2941,40,12/4/1985,R/40/254,0,0,0,0,0,0
1449,2942,40,12/4/1985,R/40/255,0,0,0,0,0,0
1450,2943,40,12/4/1985,R/40/257A,0,0,0,0,0,0
1451,2944,40,12/4/1985,R/40/257B,0,0,0,0,0,0
1452,2945,40,12/4/1985,R/40/257C,0,0,0,0,0,0
1453,3102,42,10/4/1987,R/42/3,0,0,0,0,0,0
1454,3103,42,10/5/1987,R/42/5,0,0,0,0,0,0
1455,3104,42,10/5/1987,R/42/7,0,0,0,0,0,0
1456,3105,42,11/6/1987,R/42/14A,0,0,0,0,1,0
1457,3106,42,11/6/1987,R/42/14B,0,0,0,0,0,0
1458,3107,42,11/6/1987,R/42/14C,0,0,0,0,0,0
1459,3108,42,11/6/1987,R/42/14D,0,0,0,0,0,0
1460,3109,42,11/6/1987,R/42/14E,0,0,0,0,0,0
1461,3110,42,11/3/1987,R/42/15,0,0,0,0,0,0
1462,3111,42,11/3/1987,R/42/16,0,0,0,0,0,0
1463,3112,42,11/4/1987,R/42/17,0,0,0,0,1,0
1464,3113,42,11/5/1987,R/42/18,0,0,0,0,0,0
1465,3114,42,11/3/1987,R/42/19,0,0,0,0,0,0
1466,3115,42,11/4/1987,R/42/20,0,0,0,0,0,0
1467,3116,42,11/6/1987,R/42/23A,0,0,0,0,1,0
1468,3117,42,11/6/1987,R/42/23B,0,0,0,0,0,0
1469,3118,42,11/6/1987,R/42/23C,0,0,0,0,0,0
1470,3119,42,11/6/1987,R/42/23D,1,1,0,0,0,1
1471,3120,42,11/6/1987,R/42/23E,0,0,0,0,0,0
1472,3121,42,11/6/1987,R/42/23F,0,0,0,0,0,0
1473,3122,42,11/6/1987,R/42/23G,0,0,0,1,0,0
1474,3123,42,11/2/1987,R/42/25,0,1,1,0,0,0
1475,3124,42,11/2/1987,R/42/26A,0,1,0,0,0,0
1476,3125,42,11/2/1987,R/42/26B,0,1,0,0,0,0
1477,3126,42,11/2/1987,R/42/27,0,1,0,0,0,0
